objectid,title,description,creator,location,latitude,longitude,date,dateCreated:end,type,format,subject,language,filename,rights,identifier
01_03_279,"Moscow Mall exterior, main entrance at night","Moscow Mall main entrance, showing sign, entry, and hallway, at night.  Located on the east side of Moscow, Idaho near the Moscow Cemetery",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Sign; Moscow; Idaho; ;,eng,01_03_279.jpg,,01_03_279
01_03_280,Moscow Mall interior,"Moscow Mall, interior showing potted trees and seating in lobby area. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Peppermill store; Skylight; Lobby ; Moscow; Idaho,eng,01_03_280.jpg,,01_03_280
01_03_281,Moscow Mall interior,"Moscow Mall, interior showing shops, people and decorations, possibly a clown. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Shops; Decorations; Shoppers; Moscow; Idaho,eng,01_03_281.jpg,,01_03_281
01_03_282,Moscow Mall interior,"Moscow Mall interior showing Peppermill and other shops, shoppers and potted tree in lobby area, looking toward main entrance to the west. Taken in Moscow, Idaho",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Peppermill store; Shoppers; Decorations; Moscow; Idaho,eng,01_03_282.jpg,,01_03_282
01_03_283,Moscow Mall interior,"Moscow Mall, interior showing people eating and a group performing.  Some family-oriented event was in progress.  Looking north toward the Peppermill store. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Peppermill store; Families; Decorations; Moscow; Idaho,eng,01_03_283.jpg,,01_03_283
01_03_284,Moscow Mall interior,"Moscow Mall interior looking north from the Sears store, showing ramp, Kinney Shoes and House of Fabrics store.  People were gathered for some event. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; House of Fabrics; Kinney Shoes; Shopping center; Pedestrian ramp; Shops,eng,01_03_284.jpg,,01_03_284
01_03_285,Moscow Mall interior,"Moscow Mall interior showing the stores Small World, Kinney Shoes, House of Fabrics and Sears, looking southeast toward Sears.  Interesting floor design in the mall is made of curving brick pattern and tile. Taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.721676,-116.983207,1978,,Image;StillImage,image/jpeg,Moscow Mall; Small World; Kinney Shoes; Shopping center; Sears; Floor design,eng,01_03_285.jpg,,01_03_285
01_03_286_01,Hunter's Candy Shop,"Hunter's Candy, interior. Eileen Condell (left) and Billie Morford working in the shop, 123 E. Third Street in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.73221,-117.000327,1968,,Image;StillImage,image/jpeg,Hunter's Candy Shop; Billie Morford; Eileen Condell; Display counter; Moscow; Idaho,eng,01_03_286_01.jpg,,01_03_286_01
01_03_286_02,Hunter's Candy Shop,"Hunter's Candy, interior. Ray and Anna Hunter on their anniversary, May 29.  123 E. Third Street in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.73221,-117.000327,1968,,Image;StillImage,image/jpeg,Hunter's Candy Shop; Ray and Anna Hunter; Candy making; Moscow; Idaho;,eng,01_03_286_02.jpg,,01_03_286_02
01_03_286_03,Hunter's Candy Shop,"Hunter's Candy, interior. June Ramstedt (left) And Eileen Condell.  123 E. Third Street in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.73221,-117.000327,1968,,Image;StillImage,image/jpeg,Hunter's Candy Shop; June Ramstedt; Eileen Condell; Moscow; Idaho;,eng,01_03_286_03.jpg,,01_03_286_03
01_03_287,Hunter's Candy Shop,"Box of Hunter's candy held by Ray Hunter and Eileen Condell.  Store located at that time near the Kenworthy and Nuart Theaters on the east side of the 500 block of Main Street in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.73221,-117.000327,1950,,Image;StillImage,image/jpeg,Hunter's Candy Shop; Ray Hunter; Eileen Condell; Candy; Valentine boxes; Moscow,eng,01_03_287.jpg,,01_03_287
01_03_293,Demolition of building at NW corner of Third and Jackson Streets,"Demolition of a building at 213 S. Jackson, in Moscow, Idaho, in preparation for the First Federal Bank. The building's history: The building was built in the early 1890s as a rooming house called the Chicago House.  It was operated for many years by the Gallpup family after 1900 when it was enlarged and renamed Pleasant Home Boarding House.   It was purchased by Sam & Myrtle Frei, parents of Mabel Walters, in 1926 and converted to an apartment house, demolished in 1988.  Mabel Walters lived near there on Jackson Street for many years until her death in the 1990s.",Photographer Unidentified,"Moscow, Idaho",46.732617,-117.003063,1988,,Image;StillImage,image/jpeg,Pleasant Home; Boarding house; Chicago House; First Federal Bank; Demolition; Moscow,eng,01_03_293.jpg,,01_03_293
01_03_294,Jack and Jill Childcare Center interior,"Jack and Jill Child Care Center operated in The United Church of Moscow at 123 W. First Street in Moscow, Idaho.  Children are sitting at tables and aide or teacher is tying a little boy's shoe.",Photographer Unidentified,"Moscow, Idaho",46.73349,-117.002556,1990,,Image;StillImage,image/jpeg,Jack and Jill Child Care; Day care center; The United Church of Moscow; Children; Moscow; Idaho,eng,01_03_294.jpg,,01_03_294
01_03_296,Spekker and Wegner General Merchandise store,"Spekker and Wegner General Merchandise store in Leland, Idaho. Signs indicate Williamson of Moscow, Idaho is doing business with this store, maybe buying it and stocking it.  12 men, women, and children posing in front.",Photographer Unidentified,"Leland, Idaho",46.578024,-116.606773,1911-11-18,,Image;StillImage,image/jpeg,General Merchandise; Williamson; Leland; Idaho; Storefronts; Spekker Wegner,eng,01_03_296.jpg,,01_03_296
01_03_297,Spekker and Wegner General Merchandise store closer view,"Spekker and Wegner General Merchandise store in Leland, Idaho. Signs indicate Williamson of Moscow, Idaho is doing business with this store, maybe buying it and stocking it.  12 men, women, and children posing in front.",E. W. Matztger,"Leland, Idaho",46.578024,-116.606773,1911-11-18,,Image;StillImage,image/jpeg,General Merchandise; Williamson; Leland; Idaho; Storefronts; Spekker Wegner,eng,01_03_297.jpg,,01_03_297
01_03_298,Pleasant Home Boarding House,"Pleasant Home Boarding House at 213 S. Jackson in Moscow, Idaho.  Began in the early 1890s as a rooming house called the Chicago House.  It was operated for many years by the Gallpup family after 1900 when it was enlarged and renamed Pleasant Home.   It was purchased by Sam & Myrtle Frei, parents of Mabel Walters, in 1926 and converted to an apartment house, demolished in 1988.  Mabel Walters lived near there on Jackson Street for many years until her death in the 1990s.",Photographer Unidentified,"Moscow, Idaho",46.732652,-117.003071,1926,,Image;StillImage,image/jpeg,Pleasant Home; Boarding house; Chicago House; Car; Moscow; Idaho,eng,01_03_298.jpg,,01_03_298
01_03_299,Garrett Freight Building Construction,"Garrett Freightlines building construction on the Moscow-Pullman Highway in Moscow, Idaho.  Site of the Varsity drive-in theatre dismantled in the 1970s.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1976,,Image;StillImage,image/jpeg,Garrett Freightlines; Pullman highway; Varsity Drive-in; Construction; ;,eng,01_03_299.jpg,,01_03_299
01_03_300,Davids' Store exterior with quitting business signs,"Davids' Store Closing in May 1979, southeast corner of Third and Main in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.732182,-117.001205,1979,,Image;StillImage,image/jpeg,Davids'; Quitting business; Moscow; Idaho; ;,eng,01_03_300.jpg,,01_03_300
01_03_301,Brick wall exterior back of Kenworthy Theatre,"Rear wall of the Kenworthy Theatre where there was a coffeehouse in 1979.  Shows brickwork of circular window and arched doorway along the alley. Photograph taken in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.730774,-117.000791,1979,,Image;StillImage,image/jpeg,Kenworthy Theatre; Coffehouse; Brick building; Moscow; Idaho;,eng,01_03_301.jpg,,01_03_301
01_03_302,First National Bank of North Idaho,"First National Bank of North Idaho opening in August 1979, on the southwest corner of White and Blaine Streets.",Photographer Unidentified,"Moscow, Idaho",46.722259,-116.986122,1979,,Image;StillImage,image/jpeg,Bank; Brick building; Moscow; Idaho; ;,eng,01_03_302.jpg,,01_03_302
01_03_303,Roger's Ice Cream Shop,Roger's Ice Cream Shop at 512 S. Washington Street in September 1976,Photographer Unidentified,"Moscow, Idaho",46.730666,-116.99984,1976,,Image;StillImage,image/jpeg,Roger's Ice Cream; Cars; Moscow; Idaho; ;,eng,01_03_303.jpg,,01_03_303
01_03_304,University Inn opening,"University Inn opening in 1978, northeast corner of Pullman Road and Farm Road",Photographer Unidentified,"Moscow, Idaho",46.73318,-117.024055,1978,,Image;StillImage,image/jpeg,University Inn; Lodging; Cars; Moscow; Idaho;,eng,01_03_304.jpg,,01_03_304
01_03_305,Moscow Mall opening,Moscow Mall opening celebration inside with people and balloons in lobby area.,Photographer Unidentified,"Moscow, Idaho",46.721568,-116.983192,1978,,Image;StillImage,image/jpeg,Moscow Mall; Opening; Lobby; Moscow; Idaho;,eng,01_03_305.jpg,,01_03_305
01_03_306,First Bank of Troy interior,"First Bank of Troy, Moscow Branch, interior, in a trailer, showing people doing business.",Photographer Unidentified,"Moscow, Idaho",46.728226,-117.00152,1976-12-23,,Image;StillImage,image/jpeg,First Bank of Troy; Banking business; Moscow; Idaho; ;,eng,01_03_306.jpg,,01_03_306
01_03_307,People waiting outside trailer office of First Bank of Troy,"Trailer office of the First Bank of Troy in Moscow, at the northwest corner of Main and 8th, possibly on opening day.  In background are elevators of the Latah County Grain Growers Inc.",Photographer Unidentified,"Moscow, Idaho",46.728226,-117.00152,1976-12-23,,Image;StillImage,image/jpeg,First Bank of Troy; Winter clothing; Elevator; Latah County Grain Growers; Moscow; Idaho,eng,01_03_307.jpg,,01_03_307
01_03_308,"Appaloosa Horse Club, Inc. exterior","Appaloosa Horse Club National Headquarters building entrance, located on the Moscow-Pullman Highway at the state line.",Photographer Unidentified,"Moscow, Idaho",46.73291,-117.0391,1970,,Image;StillImage,image/jpeg,Horses; Appaloosa Horse Club; Entrance; Moscow; Idaho;,eng,01_03_308.jpg,,01_03_308
01_03_309,Building at 6th and Main Streets,"Travel by Thompson, Departures Travel, and Nectar restaurant have used this building.  Location of Texaco service station in the 1950s and 60s.  1927 fire station is behind this building, which was called by some the Kenworthy building.",Photographer Unidentified,"Moscow, Idaho",46.729979,-117.001604,1975-10-06,,Image;StillImage,image/jpeg,Travel By Thompson; Departures Travel; Nectar; Fire station; Moscow; Idaho,eng,01_03_309.jpg,,01_03_309
01_03_310,Construction of the Moscow Rural Fire Department building,"Construction of the Moscow Rural Fire Department building, with the training tower in the background.  Location is west of Mountainview Road and south of the Latah County Fairgrounds.",Photographer Unidentified,"Moscow, Idaho",46.723369,-116.982176,1974,,Image;StillImage,image/jpeg,Moscow Rural Fire Department; Training tower; Construction; Brick building; Moscow; Idaho,eng,01_03_310.jpg,,01_03_310
01_03_311,Construction of the Moscow Rural Fire Department building,"Construction of the Moscow Rural Fire Department building, with the training tower on the right.  Location is west of Mountainview Road and south of the Latah County Fairgrounds.",Photographer Unidentified,"Moscow, Idaho",46.723369,-116.982176,1974,,Image;StillImage,image/jpeg,Moscow Rural Fire Department; Training tower; Construction; Brick building; Moscow; Idaho,eng,01_03_311.jpg,,01_03_311
01_03_312,Clearing ground for the Palouse Empire Mall,"Earthmover clearing ground for the Palouse Empire Mall, located on West Pullman Road, Highway 8, north side.",Photographer Unidentified,"Moscow, Idaho",46.733791,-117.028855,1970,1980,Image;StillImage,image/jpeg,Earthmover; Palouse Empire Mall; Construction; Moscow; Idaho;,eng,01_03_312.jpg,,01_03_312
01_03_313,Clearing ground for the Palouse Empire Mall,Clearing Ground For Palouse Empire Mall; University Of Idaho Farm In The Background Donor: Bert Cross,Photographer Unidentified,"Moscow, Idaho",46.733791,-117.028855,1970,1980,Image;StillImage,image/jpeg,Earthmover; Palouse Empire Mall; Construction; University farm; Moscow; Idaho,eng,01_03_313.jpg,,01_03_313
01_03_314,Kenworthy Plaza curb construction,"Kenworthy Plaza,  with curb construction in the foreground.  Location is Second and Washington Streets",Photographer Unidentified,"Moscow, Idaho",46.733273,-117.000373,1970,,Image;StillImage,image/jpeg,Kenworthy Plaza; Curb construction; Moscow; Idaho; ;,eng,01_03_314.jpg,,01_03_314
01_03_315,Moscow Pump House interior,"Moscow Pump House interior showing Sherman Town, left, and Charlie Thompson.  The location is the north side of West A between the alley and Jackson Street.",Photographer Unidentified,"Moscow, Idaho",46.734663,-117.002063,1912,,Image;StillImage,image/jpeg,Moscow Pump House; Round oak stove; Sherman Town; Charlie Thompson; Oil cans; Moscow,eng,01_03_315.jpg,,01_03_315
01_03_316,Moscow Pump House Pit,"Moscow Pump House Pit, showing Sherman Town who came to Moscow in 1877",Photographer Unidentified,"Moscow, Idaho",46.734663,-117.002063,1912,,Image;StillImage,image/jpeg,Moscow Pump House; Machinery; Belts; Live shafts; Sheman Duane Town; Moscow,eng,01_03_316.jpg,,01_03_316
01_03_317,Troy Lumber Company exterior,"Troy Lumber Company, between 8th and Lewis Streets, east side.  This building is now (in 2018) part of Gritman Therapy building.",Photographer Unidentified,"Moscow, Idaho",46.72775,-116.999785,1980,1985,Image;StillImage,image/jpeg,Troy Lumber; Cars; Moscow; Idaho; ;,eng,01_03_317.jpg,,01_03_317
01_03_318,Demolition of Crites Grain Elevator,"Crites Elevator demolition, located on southeast side of College Avenue between Jackson Street and Paradise Creek. Doug Wasankari in center.",Photographer Unidentified,"Moscow, Idaho",46.727304,-117.003172,1986,,Image;StillImage,image/jpeg,Crites; Grain elevator; Moscow; Idaho; ;,eng,01_03_318.jpg,,01_03_318
01_03_320,The Windshield Doctor building,"The Windshield Doctor, SE corner of Eighth and Main Sts., razed In November, 1992 to make room for Gritman Hospital expansion.  Prior businesses in this building were Moscow Implement, Schnell Tractor Company, and prior to 1928, Farmers Union, which had a meeting room and a store which sold ""fancy groceries and light hardware.""",Photographer Unidentified,"Moscow, Idaho",46.72801,-117.001151,1992,,Image;StillImage,image/jpeg,Farmers Union; Moscow Implement; Schnell Tractor Company; Gritman Hospital; The Windshield Doctor; Moscow,eng,01_03_320.jpg,,01_03_320
01_03_321,"Cletrac ""D D""  diesel tractors","Cletrac ""D D"" Diesel Tractors in field on Pfaff Brothers Farm in the Oakesdale area.  These were sold in Moscow at State Tractor, along with Oliver and Ford tractors.  Location of State Tractor was the NW corner of 6th and Washington Streets.",Photographer Unidentified,"Moscow, Idaho",46.730253,-117.00014,1955,,Image;StillImage,image/jpeg,Cletrac Tractors; State Tractor; Bud Hood; Fields; Oakesdale;,eng,01_03_321.jpg,,01_03_321
01_03_326,Cletrac H G tractor,"Cletrac H G Tractor sitting in front of State Tractor shop, NW corner of 6th and Washington Streets",Photographer Unidentified,"Moscow, Idaho",46.730293,-117.000203,1955,,Image;StillImage,image/jpeg,State Tractor; Cletrac HG tractor; David Hood; Tractors; Moscow; Idaho,eng,01_03_326.jpg,,01_03_326
01_03_327,University of Idaho Information Building,"University of Idaho Information Center, located on the NE corner of 3rd and Line Streets, looking north on Line.  The roof was arched.  Prior building occupants were a restaurant and Torpy Motors, auto dealership for DeSoto and Imperial.",Photographer Unidentified,"Moscow, Idaho",46.73239,-117.011878,1979/12/31,,Image;StillImage,image/jpeg,University of Idaho; Information Center; Arched roof; Moscow; Idaho;,eng,01_03_327.jpg,,01_03_327
01_03_328,Ernst Hardware being built,"Ernst Hardware, Palouse Empire Mall, building near completion. After dividing in two, later occupants were Hastings, Office Depot, Staples, Petco, Marshals, among others.",Photographer Unidentified,"Moscow, Idaho",46.733311,-117.03223,1979/12/31,,Image;StillImage,image/jpeg,Palouse Empire Mall; Ernst Hardware; Vehicles; Store; Moscow; Idaho,eng,01_03_328.jpg,,01_03_328
01_03_329,Pea and Lentil Commission building exterior,"Pea and Lentil building newly constructed, on the Washington/Idaho state line on Hwy 8",Photographer Unidentified,"Moscow, Idaho",46.732836,-117.039963,1979/12/6,,Image;StillImage,image/jpeg,Pea and Lentil Commission; Building construction; Moscow; Idaho; ;,eng,01_03_329.jpg,,01_03_329
01_03_330,Pea and Lentil Commission building interior,"Pea and Lentil building, office and secretary",Photographer Unidentified,"Moscow, Idaho",46.732836,-117.039963,1979/12/6,,Image;StillImage,image/jpeg,Pea and Lentil Commission; Office; Moscow; Idaho; ;,eng,01_03_330.jpg,,01_03_330
01_03_331,Pea and lentil products on shelves,"Pea and Lentil building interior, products for sale on shelves.",Photographer Unidentified,"Moscow, Idaho",46.732836,-117.039963,1979/12/6,,Image;StillImage,image/jpeg,Pea and Lentil Commission; Display shelves; Moscow; Idaho; ;,eng,01_03_331.jpg,,01_03_331
01_03_332,Renovation of the J.C. Penney building,"Remodeling inside the J.C. Penney building in the Sheilds Building South, showing the stairs leading to the mezzanine upstairs.  ",Photographer Unidentified,"Moscow, Idaho",46.731297,-117.001203,1979/12/10,,Image;StillImage,image/jpeg,Construction; J.C. Penney; Remodel; Shields Building South; Moscow; Idaho,eng,01_03_332.jpg,,01_03_332
01_03_333,Law office of Cope Gale,"Exterior of brick building that houses the law offices of Cope Gale and Jesse somebody, 207 S. Main",Photographer Unidentified,"Moscow, Idaho",46.732598,-117.000188,1979/8/28,,Image;StillImage,image/jpeg,Law office; Cope R. Gale; Brick building; Moscow; Idaho;,eng,01_03_333.jpg,,01_03_333
01_03_334,Chang Sing Restaurant exterior,"Chang Sing Restaurant, formerly Rogers Ice Cream parlor, 512 S. Washington",Photographer Unidentified,"Moscow, Idaho",46.73063,-116.999872,1979/8/28,,Image;StillImage,image/jpeg,Chang Sing ; Restaurant; Moscow; Idaho; Rogers Ice Cream;,eng,01_03_334.jpg,,01_03_334
01_03_335,"Shields Building, housing Owl Drug, Ward Paint and Hardware, and Eggan Apartments","Shields Building at the SE corner of 4th and Main Streets.  In 1979 it housed Owl Drug, Ward Paint & Hardware, and Eggan Apartments.  402 and 404 S. Main. In 2018 402 is Hyper Spud Sports and 404 is Gem State Crystals.",Photographer Unidentified,"Moscow, Idaho",46.731568,-117.001208,1979/11/28,,Image;StillImage,image/jpeg,Owl Drug; Ward Paint & Hardware; Eggan Apartments; Hyperspud Sports; Gem State Crystals; Shields Building,eng,01_03_335.jpg,,01_03_335
01_03_337,Johnnie's Cafe,"Johnnie's Cafe, located at 226 West Sixth Street (Sixth & Asbury), offered steaks, sandwiches and a soda fountain. This image taken in the 1950s shows vehicles in a parking lot and people walking.  Owner was John Jabbora. Site of former livery stable owned by his father, Kerallah Jaborra.  ",Photographer Unidentified,"Moscow, Idaho",46.730132,-117.003807,1950,1955,Image;StillImage,image/jpeg,Johnnie's; Cafe; Fountain; Cars; Moscow; Idaho,eng,01_03_337.jpg,,01_03_337
01_03_338,Johnnie's Market,"Johnnie's Market on Third and Jackson Streets In Moscow, Idaho. A wood frame building with signage showing Pepsi-Cola, Coca-Cola and 7Up. Image includes a view of an alley in which parked cars are visible. Grain warehouses and silos are visible in the background.",Photographer Unidentified,"Moscow, Idaho",46.732338,-117.002746,1950,1951,Image;StillImage,image/jpeg,Johnnie's Market; Coca-Cola; Pepsi-Cola; Alley; Moscow; Idaho,eng,01_03_338.jpg,,01_03_338
01_03_339,Northwestern Marble & Granite Company,"The Northwestern Marble & Granite Company in the 1950s located on the west end of Fourth Street on Jackson Street. Built in 1908, a wood framed building with the word Monuments across the top with a man standing in the road.  A residential house is next door and automobiles are parked on the street.  Left edge of photo shows part of the building where Tri-State Distributors began operation.",Photographer Unidentified,"Moscow, Idaho",46.731678,-117.002572,1950,1951,Image;StillImage,image/jpeg,Monuments; Marble; Granite; Moscow; Studebaker; Car,eng,01_03_339.jpg,,01_03_339
01_03_340,Paradise Creek near flood stage,"Paradise Creek at high water. Sutherland Pre-Mix and Duncan Construction across street.  Seen from College Avenue, looking southeast.  Odd-shaped structure on right is a cover for a large radial arm saw. Future site of Talbott Brothers Cabinet Shop.",Photographer Unidentified,"Moscow, Idaho",46.727056,-117.00418,1950,1955,Image;StillImage,image/jpeg,Flood; Sutherland Ready Mix; Duncan Construction; Talbott Brothers Cabinet Shop; Moscow; Idaho,eng,01_03_340.jpg,,01_03_340
01_03_341,Paradise Creek Flooding,Paradise Creek near flood stage with Chapin Mayflower truck on right. Structure on left is a cover for a large radial arm saw. Future site of Talbott Brothers Cabinet Shop.  Looking northwest from College Avenue.,Photographer Unidentified,"Moscow, Idaho",46.726666,-117.003778,1950,1955,Image;StillImage,image/jpeg,Flood; Paradise Creek; Chapin Mayflower truck; Talbott Brothers Cabinet Shop; Moscow; Idaho,eng,01_03_341.jpg,,01_03_341
01_03_342,Moscow Commission Company,"Moscow Commission Feed and Fuel, ""The Home of Chicken Little,"" looking south on Main St. between 7th & 8th Streets.",Photographer Unidentified,"Moscow, Idaho",46.728542,-116.998515,1950,1955,Image;StillImage,image/jpeg,Cars; Moscow Commission Co.; Feed Store; Grain elevators; Wooden buildings; Moscow,eng,01_03_342.jpg,,01_03_342
